,geoUID,r_external_5yr,r_inter_5yr,r_internal_5yr,r_intra_5yr,r_migrants_5yr,r_movers_5yr,r_nonMigrants_5yr,r_nonMovers_5yr
40987.000,47050193.000,0.235,0.286,0.824,0.643,0.500,0.324,1.333,0.676
40988.000,47050195.000,0.000,0.000,1.000,0.750,0.500,0.160,1.667,0.820
40989.000,47050196.000,0.444,0.000,0.667,0.833,0.529,0.274,2.667,0.710
40990.000,47050197.000,NA,NA,NA,NA,NA,NA,NA,NA
40991.000,47050198.000,0.200,0.250,0.800,0.875,0.714,0.182,0.833,0.805
40992.000,47050199.000,NA,NA,NA,NA,NA,NA,NA,NA
40993.000,47050200.000,0.000,0.000,0.000,100000.000,0.000,0.074,1.000,0.944
40994.000,47050201.000,NA,NA,NA,NA,NA,NA,NA,NA
40995.000,47050202.000,NA,NA,NA,NA,NA,NA,NA,NA
40996.000,47050203.000,NA,NA,NA,NA,NA,NA,NA,NA
40997.000,47050204.000,0.000,0.294,1.000,0.706,0.500,0.430,1.308,0.582
40998.000,47050205.000,0.000,0.000,1.000,1.000,0.607,0.378,1.714,0.622
40999.000,47050206.000,0.000,0.167,1.091,0.917,0.647,0.224,0.833,0.776
41000.000,47050207.000,NA,NA,NA,NA,NA,NA,NA,NA
41001.000,47050208.000,0.000,0.000,1.000,0.846,0.812,0.211,1.500,0.803
41002.000,47050209.000,0.000,0.000,1.000,1.000,1.000,0.133,0.000,0.867
41003.000,47050210.000,NA,NA,NA,NA,NA,NA,NA,NA
41004.000,47050211.000,NA,NA,NA,NA,NA,NA,NA,NA
41005.000,47050212.000,0.000,0.100,1.000,0.900,0.968,0.307,0.000,0.693
41006.000,47050213.000,NA,NA,NA,NA,NA,NA,NA,NA
41007.000,47050214.000,0.000,0.154,1.083,0.846,0.857,0.424,100000.000,0.606
41008.000,47050215.000,0.000,0.600,1.000,0.600,0.455,0.647,1.000,0.353
41009.000,47050216.000,NA,NA,NA,NA,NA,NA,NA,NA
41010.000,47050217.000,0.000,0.500,0.800,0.750,1.000,0.227,0.000,0.773
41011.000,47050218.000,0.000,0.400,1.000,0.600,0.455,0.423,3.000,0.577
41012.000,47050219.000,0.000,0.167,0.923,0.833,0.500,0.268,2.000,0.722
41013.000,47050220.000,0.286,0.636,0.786,0.364,0.700,0.238,1.000,0.774
41014.000,47050221.000,0.000,0.000,1.167,0.714,0.250,0.270,0.842,0.730
41015.000,47050222.000,NA,NA,NA,NA,NA,NA,NA,NA
41016.000,47050223.000,NA,NA,NA,NA,NA,NA,NA,NA
41017.000,47050224.000,NA,NA,NA,NA,NA,NA,NA,NA
41018.000,47050225.000,NA,NA,NA,NA,NA,NA,NA,NA
41019.000,47050226.000,NA,NA,NA,NA,NA,NA,NA,NA
41020.000,47050227.000,NA,NA,NA,NA,NA,NA,NA,NA
41021.000,47050228.000,NA,NA,NA,NA,NA,NA,NA,NA
41022.000,47050229.000,NA,NA,NA,NA,NA,NA,NA,NA
41023.000,47050230.000,NA,NA,NA,NA,NA,NA,NA,NA
41024.000,47050231.000,0.143,0.333,0.857,0.667,0.656,0.296,3.667,0.694
41025.000,47050232.000,0.172,0.250,0.828,0.792,0.879,0.384,0.187,0.628
41026.000,47050233.000,0.000,0.353,0.944,0.647,0.514,0.330,1.545,0.679
41027.000,47050234.000,0.000,0.333,1.000,0.667,1.000,0.130,0.000,0.870
41028.000,47050235.000,0.000,0.250,0.923,0.750,0.565,0.319,2.000,0.694
41029.000,47050236.000,0.000,0.222,0.900,0.778,0.357,0.329,1.583,0.682
41030.000,47050237.000,0.000,0.000,1.000,1.000,0.800,0.079,0.000,0.937
41031.000,47050238.000,0.000,0.000,1.000,1.000,0.300,0.323,350000.000,0.645
41032.000,47050239.000,0.000,0.455,1.000,0.455,0.524,0.447,1.250,0.553
41033.000,47050240.000,0.000,0.333,0.857,0.500,0.700,0.130,0.750,0.883
41034.000,47050241.000,0.139,0.323,0.861,0.677,0.800,0.455,0.500,0.535
41035.000,47050242.000,0.250,0.308,0.812,0.615,0.552,0.322,1.000,0.678
41036.000,47050243.000,0.000,0.000,1.000,0.875,0.471,0.274,3.000,0.726
41037.000,47050244.000,0.000,0.000,1.000,1.200,0.833,0.600,0.000,0.400
41038.000,47050245.000,0.000,0.000,1.333,1.000,0.429,0.132,0.750,0.868
41039.000,47050246.000,0.111,0.294,0.944,0.765,0.818,0.386,0.375,0.596
41040.000,47050247.000,0.000,0.333,1.000,0.583,0.750,0.222,2.500,0.778
41041.000,47050248.000,NA,NA,NA,NA,NA,NA,NA,NA
41042.000,47050249.000,NA,NA,NA,NA,NA,NA,NA,NA
41043.000,47050250.000,0.000,0.176,1.000,0.824,0.773,0.367,0.556,0.633
41044.000,47050251.000,NA,NA,NA,NA,NA,NA,NA,NA
41045.000,47050252.000,NA,NA,NA,NA,NA,NA,NA,NA
41046.000,47050253.000,NA,NA,NA,NA,NA,NA,NA,NA
41047.000,47050254.000,NA,NA,NA,NA,NA,NA,NA,NA
41048.000,47050255.000,NA,NA,NA,NA,NA,NA,NA,NA
41049.000,47050256.000,NA,NA,NA,NA,NA,NA,NA,NA
41050.000,47050257.000,NA,NA,NA,NA,NA,NA,NA,NA
41051.000,47050258.000,NA,NA,NA,NA,NA,NA,NA,NA
41052.000,47050259.000,NA,NA,NA,NA,NA,NA,NA,NA
41053.000,47050260.000,0.294,0.818,0.647,0.273,0.586,0.362,2.400,0.650
41054.000,47050261.000,0.000,0.364,1.100,0.636,0.476,0.266,1.500,0.747
41055.000,47050262.000,0.227,0.444,0.818,0.556,0.595,0.378,1.000,0.622
41056.000,47050263.000,0.200,0.429,0.840,0.571,0.781,0.294,0.375,0.706
41057.000,47050264.000,0.400,0.222,0.600,0.889,0.882,0.195,0.400,0.816
41058.000,47050266.000,0.333,0.437,0.667,0.562,0.649,0.381,0.857,0.619
41059.000,47050267.000,0.118,0.133,0.882,0.933,0.459,0.336,1.429,0.664
41060.000,47050268.000,0.000,0.538,1.083,0.462,0.545,0.253,1.800,0.747
41061.000,4706.000,0.345,0.364,0.655,0.636,0.442,0.428,1.456,0.572
41062.000,47060129.000,0.667,0.667,0.500,0.667,0.231,0.388,2.857,0.597
41063.000,47060130.000,0.200,0.500,0.800,0.500,0.417,0.253,1.444,0.758
41064.000,47060131.000,0.208,0.368,0.792,0.579,0.545,0.543,1.053,0.457
41065.000,47060132.000,0.200,0.583,0.800,0.417,0.429,0.354,2.222,0.646
41066.000,47060133.000,0.222,1.000,0.778,0.000,0.474,0.247,3.000,0.766
41067.000,47060134.000,0.333,0.833,0.667,0.333,0.250,0.367,1.444,0.643
41068.000,47060135.000,0.000,0.714,0.778,0.286,0.300,0.357,3.000,0.643
41069.000,47060136.000,0.588,0.714,0.412,0.429,0.315,0.562,1.200,0.448
41070.000,47060137.000,0.333,0.429,0.667,0.643,0.412,0.472,1.476,0.519
41071.000,47060138.000,0.000,0.250,1.000,0.750,0.348,0.264,2.000,0.724
41072.000,47060139.000,0.667,0.667,1.000,0.000,0.086,0.372,3.875,0.628
41073.000,47060140.000,0.182,0.727,1.000,0.182,0.440,0.245,1.556,0.755
41074.000,47060141.000,0.619,0.250,0.381,0.750,0.375,0.483,1.842,0.526
41075.000,47060142.000,0.889,0.889,0.143,0.222,0.692,0.734,0.574,0.274
41076.000,47060143.000,0.598,0.594,0.390,0.437,0.759,0.837,0.565,0.171
41077.000,47060144.000,0.805,0.714,0.182,0.286,0.694,0.771,0.895,0.236
41078.000,47060145.000,0.681,0.739,0.319,0.261,0.774,0.596,0.350,0.397
41079.000,47060146.000,0.467,0.222,0.600,0.889,0.500,0.462,7.500,0.538
41080.000,47060147.000,0.500,0.667,0.600,0.333,0.345,0.248,2.571,0.752
41081.000,47060148.000,0.286,0.333,0.857,0.667,0.350,0.227,1.333,0.773
41082.000,47060149.000,0.000,0.000,1.000,1.000,0.182,0.169,1.500,0.846
41083.000,47060150.000,0.348,0.714,0.609,0.214,0.489,0.610,1.091,0.390
41084.000,47060151.000,0.450,0.545,0.550,0.455,0.339,0.383,1.625,0.617
41085.000,47060152.000,0.556,0.176,0.472,0.824,0.400,0.506,1.514,0.494
41086.000,47060153.000,0.286,0.800,0.714,0.400,0.212,0.333,5.200,0.677
41087.000,47060154.000,0.611,0.778,0.500,0.222,0.429,0.452,1.211,0.559
41088.000,47060155.000,0.375,1.000,0.562,0.000,0.444,0.234,1.462,0.766
41089.000,47060156.000,0.641,0.462,0.333,0.538,0.591,0.508,0.900,0.485
41090.000,47060157.000,0.150,0.353,0.850,0.529,0.526,0.409,0.750,0.591
41091.000,47060160.000,0.400,0.000,1.200,0.667,0.278,0.214,2.000,0.786
41092.000,47060161.000,0.303,0.304,0.697,0.696,0.532,0.525,2.500,0.466
41093.000,47060162.000,0.333,0.714,0.778,0.286,0.391,0.343,1.083,0.642
41094.000,47060163.000,0.133,0.786,0.933,0.214,0.517,0.279,2.333,0.712
41095.000,47060164.000,0.667,0.800,0.333,0.400,0.625,0.255,0.727,0.755
41096.000,47060165.000,0.261,0.526,0.826,0.421,0.561,0.519,1.000,0.468
41097.000,47060166.000,0.672,0.200,0.312,0.850,0.703,0.858,0.375,0.142
41098.000,47060176.000,0.000,0.333,1.091,0.583,0.423,0.338,1.231,0.649
41099.000,47060177.000,0.200,0.625,0.800,0.375,0.400,0.281,1.875,0.708
41100.000,47060178.000,0.000,0.000,0.875,1.000,0.229,0.455,1.867,0.532
41101.000,47060179.000,0.167,0.364,0.917,0.636,0.218,0.604,1.909,0.407
41102.000,47060180.000,0.000,0.818,1.000,0.273,0.275,0.460,2.417,0.540
41103.000,47060181.000,0.182,0.333,0.818,0.667,0.386,0.523,1.250,0.477
41104.000,47060182.000,0.500,0.455,0.500,0.455,0.349,0.643,1.281,0.357
41105.000,47060183.000,0.391,0.429,0.609,0.500,0.418,0.470,1.722,0.547
41106.000,47060184.000,0.400,0.667,0.600,0.333,0.227,0.500,3.778,0.500
41107.000,47060185.000,0.536,0.308,0.464,0.692,0.459,0.517,1.172,0.483
41108.000,47060186.000,0.625,0.500,0.375,0.583,0.681,0.547,1.071,0.453
41109.000,47060187.000,0.396,0.548,0.585,0.452,0.679,0.634,0.521,0.366
41110.000,47060188.000,0.519,0.500,0.462,0.500,0.536,0.735,0.865,0.265
41111.000,47060189.000,0.467,0.750,0.533,0.375,0.263,0.582,3.154,0.418
41112.000,47060190.000,0.375,0.400,0.625,1.000,0.200,0.392,2.286,0.608
41113.000,47060191.000,0.000,0.333,1.000,0.667,0.205,0.427,1.750,0.573
41114.000,47060192.000,0.000,0.286,1.000,0.714,0.233,0.291,3.286,0.709
41115.000,47060193.000,0.000,0.250,0.889,0.875,0.273,0.363,1.846,0.637
41116.000,47060194.000,0.630,0.333,0.444,0.583,0.443,0.526,0.917,0.483
41117.000,47060195.000,0.200,0.500,0.800,0.500,0.357,0.452,2.455,0.538
41118.000,47060197.000,0.700,0.667,0.300,0.667,0.400,0.305,2.000,0.695
41119.000,47060200.000,0.000,0.500,1.333,0.500,0.214,0.212,5.000,0.773
41120.000,47060205.000,0.600,0.000,0.300,1.000,0.417,0.267,1.250,0.733
41121.000,47060206.000,0.600,0.400,0.500,0.600,0.417,0.216,1.000,0.784
41122.000,47060207.000,0.357,0.375,0.571,0.625,0.500,0.318,1.000,0.682
41123.000,47060208.000,0.467,0.000,0.533,1.000,0.536,0.277,1.083,0.723
41124.000,47060209.000,0.000,0.667,0.857,0.500,0.583,0.240,1.200,0.760
41125.000,47060210.000,0.455,0.333,0.545,0.667,0.440,0.321,1.250,0.667
41126.000,47060211.000,0.250,0.571,0.875,0.571,0.296,0.422,1.357,0.578
41127.000,47060212.000,0.625,1.000,0.500,0.000,0.471,0.243,3.000,0.757
41128.000,47060213.000,0.588,0.407,0.397,0.556,0.515,0.470,0.844,0.530
41129.000,47060214.000,0.000,0.000,0.750,1.000,0.190,0.202,2.429,0.798
41130.000,47060215.000,0.550,0.791,0.430,0.209,0.685,0.716,0.575,0.294
41131.000,47060216.000,0.600,0.667,0.400,0.500,0.577,0.351,3.333,0.649
41132.000,47060217.000,0.682,0.714,0.318,0.286,0.550,0.400,1.000,0.600
41133.000,47060218.000,0.667,0.000,0.333,1.000,0.250,0.439,1.687,0.573
41134.000,47060219.000,0.667,0.750,0.333,0.000,0.414,0.330,1.133,0.670
41135.000,47060220.000,0.471,1.000,0.529,0.000,0.447,0.352,1.105,0.648
41136.000,47060221.000,0.500,0.000,0.500,0.000,0.111,0.419,1.571,0.581
41137.000,47060222.000,0.000,0.000,1.000,1.167,0.273,0.247,1.889,0.742
41138.000,47060223.000,0.412,0.700,0.588,0.300,0.607,0.359,0.687,0.641
41139.000,47060224.000,0.000,0.000,1.000,1.000,0.118,0.333,2.500,0.667
41140.000,47060225.000,0.200,0.571,0.700,0.571,0.526,0.218,1.000,0.793
41141.000,47060226.000,0.500,0.333,0.600,0.833,0.303,0.254,2.667,0.738
41142.000,47060227.000,0.556,0.250,0.444,1.000,0.600,0.366,0.917,0.622
41143.000,47060228.000,0.423,0.286,0.538,0.786,0.433,0.339,1.842,0.661
41144.000,47060229.000,0.526,0.444,0.474,0.611,0.422,0.340,2.737,0.660
41145.000,47060231.000,0.000,0.500,0.800,0.750,0.227,0.278,1.889,0.722
41146.000,47060232.000,0.375,0.333,0.750,0.500,0.286,0.389,1.818,0.597
41147.000,47060233.000,0.000,0.286,1.000,0.857,0.200,0.479,3.000,0.534
41148.000,47060234.000,0.200,0.222,0.900,0.667,0.435,0.354,2.000,0.646
41149.000,47060235.000,0.300,0.462,0.650,0.538,0.435,0.561,1.444,0.439
41150.000,47060236.000,1.000,0.000,0.000,0.000,0.200,0.205,1.714,0.795
41151.000,47060237.000,0.222,0.308,0.722,0.692,0.692,0.394,0.727,0.606
41152.000,47060238.000,0.276,0.422,0.736,0.578,0.475,0.715,1.811,0.289
41153.000,47060239.000,0.477,0.412,0.523,0.588,0.430,0.526,1.792,0.477
41154.000,47060240.000,0.000,0.000,1.500,0.667,0.167,0.112,1.286,0.879
41155.000,47060241.000,0.300,0.000,0.700,0.857,0.256,0.302,3.625,0.698
41156.000,47060248.000,0.731,0.571,0.269,0.429,0.839,0.310,0.208,0.680
41157.000,47060249.000,0.857,0.000,0.000,100000.000,0.212,0.317,6.250,0.683
41158.000,47060252.000,0.619,0.250,0.381,0.875,0.344,0.526,1.500,0.474
41159.000,47060253.000,0.214,0.583,0.857,0.333,0.264,0.473,1.520,0.527
41160.000,47060254.000,0.222,0.733,0.833,0.267,0.429,0.375,1.200,0.616
41161.000,47060255.000,0.286,0.182,0.786,0.909,0.292,0.495,1.571,0.505
41162.000,47060256.000,0.722,0.500,0.222,0.000,0.391,0.505,1.867,0.495
41163.000,47060257.000,0.483,0.655,0.500,0.379,0.707,0.774,0.522,0.217
41164.000,47060258.000,0.769,0.000,0.308,0.500,0.433,0.395,1.214,0.605
41165.000,47060259.000,0.571,0.333,0.429,0.667,0.350,0.471,1.227,0.529
41166.000,47060260.000,0.467,0.750,0.533,0.375,0.385,0.361,1.091,0.630
41167.000,47060261.000,0.263,0.286,0.737,0.714,0.237,0.708,1.632,0.283
41168.000,47060262.000,0.591,0.222,0.409,0.667,0.478,0.667,0.960,0.333
41169.000,47060263.000,0.143,0.769,0.929,0.231,0.389,0.444,0.846,0.568
41170.000,47060264.000,0.485,0.176,0.515,0.824,0.355,0.585,2.440,0.421
41171.000,47060265.000,0.586,0.385,0.448,0.538,0.460,0.606,1.000,0.394
41172.000,47060266.000,0.485,0.687,0.485,0.312,0.434,0.745,1.132,0.265
41173.000,47060267.000,0.414,0.647,0.586,0.353,0.372,0.696,1.043,0.304
41174.000,47060268.000,0.182,0.421,0.864,0.632,0.407,0.486,2.000,0.505
41175.000,47060269.000,0.306,0.625,0.667,0.375,0.424,0.578,1.361,0.429
41176.000,47060270.000,0.548,0.846,0.419,0.154,0.383,0.648,1.275,0.360
41177.000,47060271.000,0.727,0.667,0.273,0.667,0.367,0.517,1.636,0.483
41178.000,47060273.000,0.154,0.400,0.769,0.600,0.265,0.505,1.850,0.495
41179.000,47060276.000,0.407,0.625,0.593,0.375,0.422,0.711,1.226,0.278
41180.000,47060277.000,0.280,0.444,0.720,0.556,0.481,0.591,1.182,0.420
41181.000,47060278.000,0.200,0.500,0.800,0.500,0.405,0.561,1.533,0.439
41182.000,47060279.000,0.308,0.588,0.654,0.412,0.542,0.511,1.294,0.500
41183.000,47060280.000,0.167,0.600,0.833,0.400,0.343,0.407,1.571,0.593
41184.000,47060281.000,0.316,0.654,0.684,0.308,0.667,0.594,0.625,0.406
41185.000,47060282.000,0.500,0.400,0.469,0.600,0.485,0.606,0.756,0.385
41186.000,47060283.000,0.154,0.400,0.769,0.600,0.317,0.418,2.333,0.592
41187.000,47060284.000,0.167,0.700,0.833,0.200,0.222,0.600,1.826,0.400
41188.000,47060285.000,0.174,0.263,0.826,0.737,0.605,0.418,0.882,0.571
41189.000,47060286.000,0.000,0.750,1.000,0.250,0.333,0.414,1.714,0.586
41190.000,47060287.000,0.467,0.778,0.600,0.222,0.341,0.564,1.208,0.423
41191.000,47060288.000,0.318,0.467,0.682,0.600,0.595,0.468,0.714,0.532
41192.000,47060289.000,0.579,0.444,0.474,0.444,0.432,0.500,1.316,0.489
41193.000,47060290.000,0.000,0.000,0.667,1.000,0.162,0.569,2.133,0.415
41194.000,47060291.000,0.267,0.182,0.733,0.818,0.278,0.574,1.310,0.415
41195.000,47060292.000,0.000,0.111,1.000,0.944,0.409,0.638,0.839,0.377
41196.000,47060293.000,0.583,0.400,0.417,0.600,0.245,0.721,1.480,0.279
41197.000,47060294.000,0.000,0.533,1.000,0.400,0.429,0.686,1.167,0.294
41198.000,47060295.000,0.727,0.500,0.273,0.333,0.324,0.773,1.846,0.216
41199.000,47060296.000,0.286,0.667,0.857,0.333,0.280,0.510,1.800,0.510
41200.000,47060297.000,0.389,0.455,0.611,0.545,0.257,0.603,1.625,0.388
41201.000,47060298.000,0.471,0.000,0.588,1.000,0.270,0.618,3.214,0.382
41202.000,47060299.000,0.238,0.353,0.810,0.647,0.420,0.568,1.318,0.432
41203.000,47060300.000,0.296,0.421,0.704,0.579,0.397,0.756,1.025,0.256
41204.000,47060301.000,0.200,0.556,0.900,0.333,0.357,0.389,0.864,0.597
41205.000,47060302.000,0.000,0.500,1.333,0.500,0.200,0.224,1.333,0.791
41206.000,47060303.000,0.385,0.000,0.692,0.889,0.433,0.423,1.133,0.592
41207.000,47060304.000,0.727,0.333,0.273,0.833,0.407,0.607,2.538,0.393
41208.000,47060305.000,0.000,0.429,1.000,0.714,0.269,0.338,1.267,0.675
41209.000,47060306.000,0.231,0.800,0.769,0.300,0.295,0.444,1.476,0.545
41210.000,47060307.000,0.522,0.417,0.522,0.583,0.348,0.606,2.050,0.404
41211.000,47060308.000,0.526,0.375,0.421,0.625,0.432,0.415,1.250,0.566
41212.000,47060309.000,0.211,0.357,0.737,0.643,0.221,0.667,2.481,0.333
41213.000,47060310.000,0.300,0.714,0.700,0.286,0.208,0.516,13.000,0.484
41214.000,47060311.000,0.786,1.000,0.143,1.000,0.424,0.314,1.538,0.686
41215.000,47060312.000,0.000,0.750,1.000,0.000,0.250,0.410,1.714,0.590
41216.000,47060313.000,0.000,0.455,1.000,0.455,0.611,0.217,1.500,0.771
41217.000,47060314.000,0.692,1.000,0.308,0.500,0.500,0.325,1.182,0.675
41218.000,47060315.000,1.000,0.000,0.000,0.000,0.071,0.359,2.889,0.641
41219.000,47060316.000,0.750,1.000,0.250,0.000,0.276,0.408,3.000,0.577
41220.000,47060317.000,0.300,0.286,0.700,0.714,0.312,0.356,5.500,0.633
41221.000,47060318.000,0.633,0.636,0.367,0.364,0.638,0.595,0.667,0.418
41222.000,47060319.000,0.700,0.000,0.350,1.000,0.400,0.500,2.000,0.510
41223.000,47060320.000,0.150,0.294,0.850,0.706,0.270,0.552,1.897,0.455
41224.000,47060321.000,0.917,0.000,0.000,0.000,0.279,0.467,1.500,0.533
41225.000,47060322.000,0.200,0.667,0.800,0.333,0.625,0.343,0.643,0.657
41226.000,47060323.000,0.000,0.000,0.000,0.000,0.000,0.302,2.154,0.687
41227.000,47060324.000,0.222,0.556,1.000,0.444,0.290,0.352,1.312,0.648
41228.000,47060325.000,0.462,0.000,0.538,0.857,0.464,0.298,0.882,0.713
41229.000,47060326.000,0.294,0.538,0.765,0.462,0.354,0.466,2.500,0.534
41230.000,47060327.000,0.000,0.800,1.111,0.000,0.310,0.319,5.000,0.681
41231.000,47060328.000,0.833,0.000,0.000,100000.000,0.333,0.228,2.600,0.759
41232.000,47060329.000,0.444,0.000,0.556,1.000,0.429,0.269,0.800,0.731
41233.000,47060330.000,0.714,0.000,0.286,0.000,0.368,0.237,2.000,0.762
41234.000,47060331.000,0.000,0.000,1.000,1.000,0.286,0.132,1.167,0.849
41235.000,47060332.000,0.000,0.000,1.000,1.000,0.100,0.286,2.250,0.700
41236.000,47060333.000,0.000,0.000,1.000,1.000,0.056,0.364,4.857,0.646
41237.000,47060334.000,0.286,0.400,0.714,0.600,0.292,0.255,1.700,0.745
41238.000,47060335.000,0.368,0.500,0.632,0.583,0.396,0.277,2.545,0.723
41239.000,47060336.000,0.000,0.333,1.000,0.500,0.194,0.307,3.125,0.683
41240.000,47060337.000,0.500,1.000,0.750,0.000,0.235,0.170,2.000,0.830
41241.000,47060339.000,0.500,0.400,0.500,0.800,0.357,0.241,2.000,0.767
41242.000,47060340.000,0.000,0.462,1.000,0.538,0.295,0.478,1.765,0.522
41243.000,47060341.000,0.462,1.000,0.538,0.286,0.371,0.294,1.750,0.714
41244.000,47060342.000,0.000,1.000,1.000,0.000,0.111,0.189,1.067,0.800
41245.000,47060343.000,0.600,0.714,0.350,0.286,0.465,0.518,0.828,0.482
41246.000,47060345.000,0.375,0.500,0.750,0.500,0.258,0.254,2.556,0.746
41247.000,47060346.000,0.208,0.444,0.750,0.556,0.364,0.485,1.077,0.515
41248.000,47060347.000,0.000,0.000,1.250,0.600,0.167,0.369,2.375,0.646
41249.000,47060348.000,1.500,0.000,0.000,0.000,0.125,0.213,4.667,0.773
41250.000,47060349.000,0.000,1.000,1.000,0.000,0.182,0.155,1.143,0.845
41251.000,47060350.000,0.000,0.667,1.000,0.667,0.097,0.252,2.800,0.740
41252.000,47060351.000,0.542,0.273,0.458,0.636,0.358,0.545,1.720,0.455
41253.000,47060352.000,0.000,0.000,1.000,1.000,0.091,0.250,2.222,0.761
41254.000,47060353.000,1.000,100000.000,0.000,0.000,0.100,0.294,3.600,0.721
41255.000,47060354.000,0.444,0.600,0.556,0.600,0.391,0.219,1.667,0.781
41256.000,47060355.000,0.273,0.000,0.727,0.750,0.579,0.358,1.600,0.642
41257.000,47060356.000,0.214,0.455,0.786,0.455,0.333,0.368,1.750,0.632
41258.000,47060357.000,0.000,0.000,1.000,0.000,0.118,0.224,4.667,0.789
41259.000,47060358.000,0.766,0.556,0.191,0.556,0.701,0.779,0.875,0.221
41260.000,47060359.000,0.865,0.833,0.115,0.000,0.754,0.802,0.567,0.209
41261.000,47060360.000,0.000,0.000,1.000,1.143,0.259,0.229,2.714,0.771
41262.000,47060361.000,0.333,0.700,0.667,0.300,0.326,0.374,3.100,0.634
41263.000,47060362.000,0.000,0.750,1.000,0.500,0.148,0.243,6.000,0.748
41264.000,47060363.000,0.000,0.000,100000.000,0.000,0.000,0.258,2.300,0.730
41265.000,47060364.000,0.583,0.400,0.417,0.600,0.545,0.595,1.071,0.396
41266.000,47060365.000,0.000,0.750,1.143,0.000,0.304,0.237,8.000,0.763
41267.000,47060366.000,0.250,0.500,0.750,0.500,0.216,0.306,1.526,0.694
41268.000,47060367.000,0.000,0.000,1.000,1.000,0.133,0.333,2.167,0.667
41269.000,47060368.000,0.333,0.571,0.778,0.429,0.273,0.371,2.875,0.629
41270.000,47060369.000,0.500,0.625,0.444,0.375,0.562,0.525,0.933,0.492
41271.000,47060370.000,0.000,0.000,1.000,0.750,0.148,0.409,3.286,0.606
41272.000,47060371.000,0.000,0.400,1.000,0.600,0.179,0.295,5.750,0.705
41273.000,47060372.000,0.222,0.286,0.778,0.714,0.225,0.506,2.133,0.481
41274.000,47060380.000,0.000,0.600,1.000,0.400,0.147,0.466,3.222,0.548
41275.000,47060381.000,0.000,0.000,1.000,0.800,0.143,0.437,2.500,0.575
41276.000,47060382.000,0.667,0.000,0.000,0.000,0.111,0.365,2.667,0.635
41277.000,47060383.000,0.364,0.000,0.545,0.833,0.344,0.348,1.375,0.663
41278.000,47060384.000,0.310,0.190,0.724,0.810,0.453,0.542,1.259,0.458
41279.000,47060386.000,0.000,0.800,1.000,0.400,0.161,0.397,1.733,0.603
41280.000,47060388.000,0.000,1.000,100000.000,0.000,0.000,0.146,1.333,0.854
41281.000,47060389.000,0.000,0.571,0.875,0.571,0.381,0.288,2.600,0.712
41282.000,47060391.000,0.000,0.000,1.000,1.000,0.375,0.125,300000.000,0.859
41283.000,47060392.000,0.000,0.600,1.000,0.400,0.294,0.233,4.333,0.767
41284.000,47060393.000,0.300,0.357,0.700,0.643,0.465,0.478,1.045,0.533
41285.000,47060394.000,0.000,0.000,1.000,1.000,0.241,0.319,2.625,0.681
41286.000,47060397.000,0.000,0.500,1.000,0.500,0.286,0.169,1.154,0.831
41287.000,47060398.000,0.000,0.600,1.000,0.400,0.385,0.186,4.000,0.829
41288.000,47060399.000,0.667,0.000,0.000,100000.000,0.097,0.290,6.750,0.710
41289.000,47060401.000,0.444,0.400,0.556,0.600,0.587,0.442,1.000,0.567
41290.000,47060402.000,0.500,0.667,0.750,0.667,0.148,0.293,2.300,0.707
41291.000,47060403.000,0.500,0.000,0.667,1.000,0.353,0.224,1.250,0.776
41292.000,47060404.000,0.000,1.000,0.800,0.000,0.227,0.200,4.250,0.800
41293.000,47060405.000,0.000,0.333,1.000,0.667,0.209,0.371,2.267,0.638
41294.000,47060406.000,0.833,0.400,0.167,0.600,0.462,0.560,1.458,0.431
41295.000,47060407.000,0.455,0.286,0.636,0.714,0.239,0.561,1.619,0.439
41296.000,47060408.000,0.652,0.133,0.326,0.733,0.438,0.734,1.463,0.266
41297.000,47060409.000,0.000,0.545,0.846,0.364,0.245,0.510,1.905,0.481
41298.000,47060410.000,0.148,0.261,0.852,0.652,0.466,0.580,1.154,0.430
41299.000,47060411.000,0.000,0.333,1.000,0.833,0.222,0.284,1.235,0.705
41300.000,47060412.000,0.250,0.400,0.750,0.667,0.408,0.480,1.364,0.520
41301.000,47060413.000,0.500,0.214,0.538,0.786,0.361,0.585,1.071,0.423
41302.000,47060414.000,0.000,0.294,0.944,0.706,0.400,0.549,1.167,0.439
41303.000,47060415.000,0.480,0.538,0.520,0.385,0.532,0.547,0.880,0.442
41304.000,47060416.000,0.778,0.800,0.278,0.000,0.383,0.370,1.812,0.630
41305.000,47060417.000,0.467,0.222,0.600,0.889,0.294,0.520,1.440,0.490
41306.000,47060418.000,0.400,0.750,0.800,0.500,0.208,0.312,1.800,0.701
41307.000,47060419.000,0.627,0.722,0.353,0.333,0.680,0.688,1.043,0.312
41308.000,47060420.000,0.556,0.733,0.417,0.200,0.590,0.396,1.250,0.610
41309.000,47060421.000,0.429,0.000,0.571,0.750,0.437,0.219,1.667,0.781
41310.000,47060423.000,0.767,0.286,0.233,0.714,0.612,0.557,0.864,0.443
41311.000,47060424.000,0.789,0.667,0.158,0.667,0.543,0.389,2.000,0.622
41312.000,47060425.000,0.556,1.000,0.444,0.000,0.321,0.346,3.167,0.654
41313.000,47060426.000,0.000,0.000,1.000,1.000,0.200,0.145,4.500,0.841
41314.000,47060427.000,0.000,1.000,1.000,0.000,0.231,0.167,3.333,0.833
